Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
451,tt0120689,2014-10-14,2014-10-14,DIDN'T WATCH. $286.8,À Espera de um Milagre,The Green Mile,https://www.imdb.com/title/tt0120689/,Filme,8.6,189,1999,"Policial, Drama, Fantasia, Mistério",1552025,2000-03-10,Frank Darabont,286.8,1.5174603174603176,2000.0
452,tt1483013,2014-10-14,2014-10-14,WATCHED. $286.2,Oblivion,Oblivion,https://www.imdb.com/title/tt1483013/,Filme,7.0,124,2013,"Ação, Aventura, Ficção científica",584163,2013-04-12,Joseph Kosinski,286.2,2.3080645161290323,2013.0
453,tt1535108,2014-10-14,2014-10-14,WATCHED. $286.1,Elysium,Elysium,https://www.imdb.com/title/tt1535108/,Filme,6.6,109,2013,"Ação, Drama, Ficção científica, Suspense",490207,2013-09-20,Neill Blomkamp,286.1,2.624770642201835,2013.0
454,tt0122151,2014-10-14,2014-10-14,DIDN'T WATCH. $285.4,Máquina Mortífera 4,Lethal Weapon 4,https://www.imdb.com/title/tt0122151/,Filme,6.6,127,1998,"Ação, Policial, Suspense",180120,1998-07-24,Richard Donner,285.4,2.2472440944881886,1998.0
455,tt0396269,2014-10-14,2014-10-14,WATCHED. $285.2,Penetras Bons de Bico,Wedding Crashers,https://www.imdb.com/title/tt0396269/,Filme,7.0,119,2005,"Comédia, Romance",396539,2005-09-09,David Dobkin,285.2,2.396638655462185,2005.0
456,tt0401729,2014-10-14,2014-10-14,WILL WATCH. $284.1,John Carter - Entre Dois Mundos,John Carter,https://www.imdb.com/title/tt0401729/,Filme,6.6,132,2012,"Ação, Aventura, Ficção científica",298331,2012-03-09,Andrew Stanton,284.1,2.1522727272727273,2012.0
457,tt2380307,2017-12-06,2017-12-06,"WATCHED. $283.9still ongoing, not yet finished",Viva: A Vida é uma Festa,Coco,https://www.imdb.com/title/tt2380307/,Filme,8.4,105,2017,"Animação, Aventura, Drama, Família, Fantasia, Musical, Mistério",699724,2018-01-04,"Lee Unkrich, Adrian Molina",283.9,2.7038095238095234,2018.0
458,tt1860353,2014-10-14,2014-10-14,WILL WATCH. $282.6,Turbo,Turbo,https://www.imdb.com/title/tt1860353/,Filme,6.4,96,2013,"Animação, Aventura, Comédia, Família, Esportes",123950,2013-07-19,David Soren,282.6,2.94375,2013.0
459,tt0243155,2014-10-14,2014-10-14,WATCHED. $281.9,O Diário de Bridget Jones,Bridget Jones's Diary,https://www.imdb.com/title/tt0243155/,Filme,6.8,97,2001,"Comédia, Drama, Romance",285883,2001-08-17,Sharon Maguire,281.9,2.906185567010309,2001.0
460,tt1243957,2014-10-14,2014-10-14,WATCHED. $278.3,O Turista,The Tourist,https://www.imdb.com/title/tt1243957/,Filme,6.0,103,2010,"Ação, Romance, Suspense",268194,2011-01-21,Florian Henckel von Donnersmarck,278.3,2.701941747572816,2011.0
461,tt0175142,2014-10-14,2014-10-14,WATCHED. $278.0,Todo Mundo em Pânico,Scary Movie,https://www.imdb.com/title/tt0175142/,Filme,6.3,88,2000,Comédia,322743,2000-10-06,Keenen Ivory Wayans,278.0,3.159090909090909,2000.0
462,tt0295701,2014-10-14,2014-10-14,DIDN'T WATCH. $277.4,Triplo X,xXx,https://www.imdb.com/title/tt0295701/,Filme,5.9,124,2002,"Ação, Aventura, Drama, Suspense",193289,2002-09-06,Rob Cohen,277.4,2.237096774193548,2002.0
463,tt1194173,2014-10-14,2014-10-14,WATCHED. $276.1,O Legado Bourne,The Bourne Legacy,https://www.imdb.com/title/tt1194173/,Filme,6.6,135,2012,"Ação, Aventura, Suspense",327536,2012-09-07,Tony Gilroy,276.1,2.0451851851851854,2012.0
464,tt4972582,2017-03-20,2017-05-18,WATCHED. $275.9,Fragmentado,Split,https://www.imdb.com/title/tt4972582/,Filme,7.3,117,2016,"Terror, Suspense",617720,2017-03-23,M. Night Shyamalan,275.9,2.3581196581196577,2017.0
465,tt0864835,2015-11-13,2015-11-13,WATCHED. $275.7,As Aventuras de Peabody e Sherman,Mr. Peabody & Sherman,https://www.imdb.com/title/tt0864835/,Filme,6.8,92,2014,"Animação, Aventura, Comédia, Família, Fantasia, História, Ficção científica",83778,2014-02-28,Rob Minkoff,275.7,2.9967391304347823,2014.0
466,tt0267913,2014-10-14,2014-10-14,WATCHED. $275.7,Scooby-Doo,Scooby-Doo,https://www.imdb.com/title/tt0267913/,Filme,5.4,89,2002,"Aventura, Comédia, Família, Fantasia, Mistério",139771,2002-10-04,Raja Gosnell,275.7,3.097752808988764,2002.0
467,tt0443272,2014-10-14,2014-10-14,WILL WATCH. $275.3,Lincoln,Lincoln,https://www.imdb.com/title/tt0443272/,Filme,7.3,150,2012,"Biografia, Drama, História, Guerra",284008,2013-01-25,Steven Spielberg,275.3,1.8353333333333335,2013.0
468,tt0245429,2014-10-14,2014-10-14,WATCHED. $274.9,A Viagem de Chihiro,Sen to Chihiro no kamikakushi,https://www.imdb.com/title/tt0245429/,Filme,8.6,124,2001,"Animação, Aventura, Família, Fantasia",959769,2003-07-18,Hayao Miyazaki,274.9,2.2169354838709676,2003.0
469,tt0146316,2014-10-14,2014-10-14,WATCHED. $274.7,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,https://www.imdb.com/title/tt0146316/,Filme,5.8,100,2001,"Ação, Aventura, Fantasia, Suspense",230054,2001-07-06,Simon West,274.7,2.747,2001.0
470,tt1320253,2014-10-14,2014-10-14,WATCHED. $274.5,Os Mercenários,The Expendables,https://www.imdb.com/title/tt1320253/,Filme,6.4,103,2010,"Ação, Aventura, Suspense",379487,2010-08-13,Sylvester Stallone,274.5,2.6650485436893203,2010.0
471,tt1985966,2014-10-14,2014-10-14,WATCHED. $274.3,Tá Chovendo Hambúrguer 2,Cloudy with a Chance of Meatballs 2,https://www.imdb.com/title/tt1985966/,Filme,6.3,95,2013,"Animação, Aventura, Comédia, Família, Fantasia, Ficção científica",124849,2013-10-04,"Cody Cameron, Kris Pearn",274.3,2.887368421052632,2013.0
472,tt0117218,2014-10-14,2014-10-14,DIDN'T WATCH. $274.0,O Professor Aloprado,The Nutty Professor,https://www.imdb.com/title/tt0117218/,Filme,5.7,95,1996,"Comédia, Romance, Ficção científica",130588,1996-07-26,Tom Shadyac,274.0,2.8842105263157896,1996.0
473,tt0116695,2014-10-14,2014-10-14,WATCHED. $273.6,Jerry Maguire: A Grande Virada,Jerry Maguire,https://www.imdb.com/title/tt0116695/,Filme,7.3,139,1996,"Comédia, Drama, Romance, Esportes",309564,1997-02-14,Cameron Crowe,273.6,1.9683453237410073,1997.0
474,tt0172156,2014-10-14,2014-10-14,DIDN'T WATCH. $273.3,Bad Boys II,Bad Boys II,https://www.imdb.com/title/tt0172156/,Filme,6.6,147,2003,"Ação, Comédia, Policial, Suspense",287289,2003-09-19,Michael Bay,273.3,1.8591836734693878,2003.0
475,tt0275847,2014-10-14,2014-10-14,WATCHED. $273.1,Lilo & Stitch,Lilo & Stitch,https://www.imdb.com/title/tt0275847/,Filme,7.4,85,2002,"Animação, Aventura, Comédia, Drama, Família, Ficção científica",242435,2002-06-28,"Dean DeBlois, Chris Sanders",273.1,3.2129411764705886,2002.0
476,tt0102926,2014-10-14,2014-10-14,DIDN'T WATCH. $272.7,O Silêncio dos Inocentes,The Silence of the Lambs,https://www.imdb.com/title/tt0102926/,Filme,8.6,118,1991,"Policial, Drama, Terror, Suspense",1711857,1991-05-17,Jonathan Demme,272.7,2.3110169491525423,1991.0
477,tt1375670,2014-10-14,2014-10-14,DIDN'T WATCH. $271.4,Gente Grande,Grown Ups,https://www.imdb.com/title/tt1375670/,Filme,6.0,102,2010,Comédia,310503,2010-09-24,Dennis Dugan,271.4,2.66078431372549,2010.0
478,tt2004420,2014-10-14,2016-03-17,WILL WATCH. $270.7,Vizinhos,Neighbors,https://www.imdb.com/title/tt2004420/,Filme,6.3,97,2014,Comédia,344524,2014-06-19,Nicholas Stoller,270.7,2.790721649484536,2014.0
479,tt0106918,2014-10-14,2014-10-14,DIDN'T WATCH. $270.2,A Firma,The Firm,https://www.imdb.com/title/tt0106918/,Filme,6.9,154,1993,"Drama, Mistério, Suspense",160627,1993-06-30,Sydney Pollack,270.2,1.7545454545454544,1993.0
480,tt1723121,2014-10-14,2014-10-14,WATCHED. $270.0,Família do Bagulho,We're the Millers,https://www.imdb.com/title/tt1723121/,Filme,7.0,110,2013,"Comédia, Policial",521897,2013-09-27,Rawson Marshall Thurber,270.0,2.4545454545454546,2013.0
481,tt1205489,2014-10-14,2014-10-14,WILL WATCH. $270.0,Gran Torino,Gran Torino,https://www.imdb.com/title/tt1205489/,Filme,8.1,116,2008,Drama,858854,2009-03-20,Clint Eastwood,270.0,2.3275862068965516,2009.0
482,tt0443649,2014-10-14,2014-10-14,DIDN'T WATCH. $269.8,10.000 A.C.,"10,000 BC",https://www.imdb.com/title/tt0443649/,Filme,5.2,109,2008,"Ação, Aventura, Drama, Fantasia, História",139265,2008-03-07,Roland Emmerich,269.8,2.4752293577981654,2008.0
483,tt0848537,2014-10-14,2014-10-14,WATCHED. $268.4,Reino Escondido,Epic,https://www.imdb.com/title/tt0848537/,Filme,6.6,102,2013,"Animação, Ação, Aventura, Família, Fantasia, Suspense",114068,2013-05-17,Chris Wedge,268.4,2.631372549019608,2013.0
484,tt1528100,2015-02-25,2016-03-17,WILL WATCH. $268.2,Êxodo: Deuses e Reis,Exodus: Gods and Kings,https://www.imdb.com/title/tt1528100/,Filme,6.0,150,2014,"Ação, Aventura, Drama, Fantasia",186356,2014-12-25,Ridley Scott,268.2,1.788,2014.0
485,tt1109624,2015-02-25,2017-01-30,WILL WATCH. $268.0,As Aventuras de Paddington,Paddington,https://www.imdb.com/title/tt1109624/,Filme,7.3,95,2014,"Aventura, Comédia, Família, Fantasia",155421,2014-12-04,Paul King,268.0,2.8210526315789473,2014.0
486,tt0034492,2014-10-14,2014-10-14,WATCHED. $267.4,Bambi,Bambi,https://www.imdb.com/title/tt0034492/,Filme,7.3,69,1942,"Animação, Aventura, Drama, Família",164508,1943-03-10,"James Algar, Samuel Armstrong, David Hand, Graham Heid, Bill Roberts, Paul Satterfield, Norman Wright, Arthur Davis, Clyde Geronimi",267.4,3.8753623188405792,1943.0
487,tt0780521,2014-10-14,2014-10-14,WATCHED. $267.0,A Princesa e o Sapo,The Princess and the Frog,https://www.imdb.com/title/tt0780521/,Filme,7.2,97,2009,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Romance",185588,2009-12-11,"Ron Clements, John Musker",267.0,2.752577319587629,2009.0
488,tt0103776,2014-10-14,2014-10-14,WATCHED. $266.8,Batman: O Retorno,Batman Returns,https://www.imdb.com/title/tt0103776/,Filme,7.1,126,1992,"Ação, Policial, Fantasia",349140,1992-07-03,Tim Burton,266.8,2.1174603174603175,1992.0
489,tt0337741,2014-10-26,2014-10-26,WATCHED. $266.7,Alguém Tem que Ceder,Something's Gotta Give,https://www.imdb.com/title/tt0337741/,Filme,6.8,128,2003,"Comédia, Drama, Romance",138383,2004-03-12,Nancy Meyers,266.7,2.08359375,2004.0
490,tt0107211,2014-10-26,2014-10-26,DIDN'T WATCH. $266.6,Proposta Indecente,Indecent Proposal,https://www.imdb.com/title/tt0107211/,Filme,6.0,117,1993,"Drama, Romance",86203,1993-05-14,Adrian Lyne,266.6,2.278632478632479,1993.0
491,tt0765429,2014-10-26,2014-10-26,DIDN'T WATCH. $266.5,O Gângster,American Gangster,https://www.imdb.com/title/tt0765429/,Filme,7.8,157,2007,"Biografia, Policial, Drama",483922,2008-01-25,Ridley Scott,266.5,1.697452229299363,2008.0
492,tt0114898,2014-10-26,2014-10-26,WATCHED. $264.2,Waterworld: O Segredo das Águas,Waterworld,https://www.imdb.com/title/tt0114898/,Filme,6.3,135,1995,"Ação, Aventura, Ficção científica",223671,1995-09-22,Kevin Reynolds,264.2,1.957037037037037,1995.0
493,tt0120382,2014-10-26,2014-10-26,WATCHED. $264.1,O Show de Truman: O Show da Vida,The Truman Show,https://www.imdb.com/title/tt0120382/,Filme,8.2,103,1998,"Comédia, Drama",1361079,1998-10-30,Peter Weir,264.1,2.564077669902913,1998.0
494,tt0160127,2014-10-26,2014-10-26,WATCHED. $264.1,As Panteras,Charlie's Angels,https://www.imdb.com/title/tt0160127/,Filme,5.7,98,2000,"Ação, Aventura, Comédia, Policial, Suspense",206991,2000-11-24,McG,264.1,2.694897959183674,2000.0
495,tt0119116,2014-10-26,2014-10-26,WILL WATCH. $263.9,O Quinto Elemento,Le cinquième élément,https://www.imdb.com/title/tt0119116/,Filme,7.6,126,1997,"Ação, Aventura, Ficção científica",541574,1997-05-23,Luc Besson,263.9,2.094444444444444,1997.0
496,tt0800080,2014-10-26,2014-10-26,WATCHED. $263.4,O Incrível Hulk,The Incredible Hulk,https://www.imdb.com/title/tt0800080/,Filme,6.6,112,2008,"Ação, Aventura, Ficção científica",561679,2008-06-13,Louis Leterrier,263.4,2.351785714285714,2008.0
497,tt0113497,2014-10-26,2014-10-26,WATCHED. $262.8,Jumanji,Jumanji,https://www.imdb.com/title/tt0113497/,Filme,7.1,104,1995,"Aventura, Comédia, Família, Fantasia",410711,1996-03-29,Joe Johnston,262.8,2.526923076923077,1996.0
498,tt0317198,2014-10-26,2014-10-26,WATCHED. $262.5,Bridget Jones: No Limite da Razão,Bridget Jones: The Edge of Reason,https://www.imdb.com/title/tt0317198/,Filme,6.0,108,2004,"Comédia, Drama, Romance",132720,2004-12-03,Beeban Kidron,262.5,2.4305555555555554,2004.0
499,tt1013743,2014-10-26,2014-10-26,WATCHED. $261.9,Encontro Explosivo,Knight and Day,https://www.imdb.com/title/tt1013743/,Filme,6.3,109,2010,"Ação, Aventura, Comédia",224191,2010-07-16,James Mangold,261.9,2.4027522935779815,2010.0
500,tt0443453,2014-10-26,2014-10-26,WATCHED. $261.6,Borat: O Segundo Melhor Repórter do Glorioso País Cazaquistão Viaja à América,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://www.imdb.com/title/tt0443453/,Filme,7.4,84,2006,Comédia,474595,2007-02-23,Larry Charles,261.6,3.1142857142857148,2007.0
501,tt0100802,2014-10-26,2014-10-26,WILL WATCH. $261.3,O Vingador do Futuro,Total Recall,https://www.imdb.com/title/tt0100802/,Filme,7.5,113,1990,"Ação, Aventura, Ficção científica",379563,1990-10-03,Paul Verhoeven,261.3,2.3123893805309734,1990.0
502,tt1477715,2014-10-26,2014-10-26,DIDN'T WATCH. $261.2,Michael Jackson: This Is It,Michael Jackson's This Is It,https://www.imdb.com/title/tt1477715/,Filme,7.2,111,2009,"Documentário, Musical",43084,2009-10-30,Kenny Ortega,261.2,2.353153153153153,2009.0
503,tt0358082,2014-10-26,2014-10-26,WATCHED. $260.7,Robôs,Robots,https://www.imdb.com/title/tt0358082/,Filme,6.4,91,2005,"Animação, Aventura, Comédia, Família, Romance, Ficção científica",174107,2005-03-18,"Chris Wedge, Carlos Saldanha",260.7,2.864835164835165,2005.0
504,tt1210819,2014-10-26,2014-10-26,WILL WATCH. $260.5,O Cavaleiro Solitário,The Lone Ranger,https://www.imdb.com/title/tt1210819/,Filme,6.4,150,2013,"Ação, Aventura, Drama, Faroeste",252433,2013-07-12,Gore Verbinski,260.5,1.7366666666666666,2013.0
505,tt1650062,2014-10-26,2014-10-26,WATCHED. $260.1,Super 8,Super 8,https://www.imdb.com/title/tt1650062/,Filme,7.0,112,2011,"Ação, Ficção científica, Suspense",379986,2011-08-12,J.J. Abrams,260.1,2.3223214285714286,2011.0
506,tt4276752,2016-04-18,2016-04-18,DIDN'T WATCH. $259.4,Mojin - A lenda perdida,Xun long jue,https://www.imdb.com/title/tt4276752/,Filme,5.9,127,2015,"Ação, Aventura, Drama, Fantasia, Terror, Mistério, Suspense",4695,2015-12-18,Wuershan,259.4,2.04251968503937,2015.0
507,tt0305357,2014-10-26,2014-10-26,WATCHED. $259.2,As Panteras: Detonando,Charlie's Angels: Full Throttle,https://www.imdb.com/title/tt0305357/,Filme,5.0,106,2003,"Ação, Aventura, Comédia, Policial",138669,2003-07-11,McG,259.2,2.4452830188679244,2003.0
508,tt0293564,2014-10-26,2014-10-26,WATCHED. $258.0,A Hora do Rush 3,Rush Hour 3,https://www.imdb.com/title/tt0293564/,Filme,6.3,91,2007,"Ação, Comédia, Policial, Suspense",198489,2007-09-07,Brett Ratner,258.0,2.8351648351648353,2007.0
509,tt0119164,2014-10-26,2014-10-26,DIDN'T WATCH. $257.9,Ou Tudo ou Nada,The Full Monty,https://www.imdb.com/title/tt0119164/,Filme,7.2,91,1997,"Comédia, Drama",119487,1998-02-27,Peter Cattaneo,257.9,2.8340659340659338,1998.0
510,tt3322940,2014-11-03,2015-11-25,WATCHED. $256.9,Annabelle,Annabelle,https://www.imdb.com/title/tt3322940/,Filme,5.5,99,2014,"Terror, Mistério, Suspense",194707,2014-10-09,John R. Leonetti,256.9,2.594949494949495,2014.0
511,tt0368447,2014-10-26,2014-10-26,WATCHED. $256.7,A Vila,The Village,https://www.imdb.com/title/tt0368447/,Filme,6.6,108,2004,"Drama, Mistério, Suspense",295796,2004-09-03,M. Night Shyamalan,256.7,2.3768518518518515,2004.0
512,tt1856101,2017-11-08,2017-12-06,"WILL WATCH. $256.6still ongoing, not yet final",Blade Runner 2049,Blade Runner 2049,https://www.imdb.com/title/tt1856101/,Filme,8.0,164,2017,"Ação, Drama, Mistério, Ficção científica, Suspense",747632,2017-10-05,Denis Villeneuve,256.6,1.5646341463414635,2017.0
513,tt4242158,2016-04-18,2016-04-18,DIDN'T WATCH. $256.3,Perdido em Hong Kong,Gang jiong,https://www.imdb.com/title/tt4242158/,Filme,5.4,114,2015,"Ação, Aventura, Comédia, Policial, Família, Romance, Suspense",2024,2015-09-25,Zheng Xu,256.3,2.248245614035088,2015.0
514,tt0195685,2014-10-26,2014-10-26,WATCHED. $256.3,Erin Brockovich: Uma Mulher de Talento,Erin Brockovich,https://www.imdb.com/title/tt0195685/,Filme,7.5,131,2000,"Biografia, Drama",244493,2000-04-20,Steven Soderbergh,256.3,1.9564885496183206,2000.0
515,tt0106582,2014-10-26,2014-10-26,DIDN'T WATCH. $255.0,Risco Total,Cliffhanger,https://www.imdb.com/title/tt0106582/,Filme,6.5,113,1993,"Ação, Aventura, Suspense",147882,1993-09-17,Renny Harlin,255.0,2.256637168141593,1993.0
516,tt4217392,2017-03-20,2017-04-10,DIDN'T WATCH. $254.2,Kung Fu Yoga,Gong fu yu jia,https://www.imdb.com/title/tt4217392/,Filme,5.2,107,2017,"Ação, Aventura, Comédia, Família, Fantasia, Mistério",12255,2017-01-28,Stanley Tong,254.2,2.3757009345794393,2017.0
517,tt0112431,2014-10-26,2014-10-26,WATCHED. $254.1,Babe: O Porquinho Atrapalhado,Babe,https://www.imdb.com/title/tt0112431/,Filme,6.9,91,1995,"Comédia, Drama, Família",141711,1995-12-25,Chris Noonan,254.1,2.792307692307692,1995.0
518,tt0486946,2014-10-26,2014-10-26,DIDN'T WATCH. $253.6,Motoqueiros Selvagens,Wild Hogs,https://www.imdb.com/title/tt0486946/,Filme,5.9,100,2007,"Ação, Aventura, Comédia",127531,2007-04-20,Walt Becker,253.6,2.536,2007.0
519,tt0962726,2014-10-26,2014-10-26,WATCHED. $252.9,High School Musical 3: Ano da Formatura,High School Musical 3: Senior Year,https://www.imdb.com/title/tt0962726/,Filme,5.1,112,2008,"Comédia, Drama, Família, Musical, Musical, Romance",72180,2008-10-24,Kenny Ortega,252.9,2.258035714285714,2008.0
520,tt0119282,2014-10-26,2014-10-26,WATCHED. $252.7,Hércules,Hercules,https://www.imdb.com/title/tt0119282/,Filme,7.3,93,1997,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Musical, Romance",277972,1997-07-04,"Ron Clements, John Musker",252.7,2.717204301075269,1997.0
521,tt5052448,2017-05-26,2017-07-25,WATCHED. $252.4,Corra!,Get Out,https://www.imdb.com/title/tt5052448/,Filme,7.8,104,2017,"Terror, Mistério, Suspense",810682,2017-05-18,Jordan Peele,252.4,2.426923076923077,2017.0
522,tt1403865,2014-10-26,2014-10-26,DIDN'T WATCH. $252.3,Bravura Indômita,True Grit,https://www.imdb.com/title/tt1403865/,Filme,7.6,110,2010,"Drama, Faroeste",375308,2011-02-11,"Ethan Coen, Joel Coen",252.3,2.293636363636364,2011.0
523,tt0118689,2014-10-26,2014-10-26,WATCHED. $251.2,Mr. Bean: O Filme,Bean,https://www.imdb.com/title/tt0118689/,Filme,6.5,89,1997,"Aventura, Comédia, Família",116247,1997-08-22,Mel Smith,251.2,2.8224719101123594,1997.0
524,tt1800241,2014-10-26,2014-10-26,WATCHED. $251.2,Trapaça,American Hustle,https://www.imdb.com/title/tt1800241/,Filme,7.2,138,2013,"Policial, Drama",517634,2014-02-07,David O. Russell,251.2,1.8202898550724638,2014.0
525,tt0128853,2014-10-26,2014-10-26,WATCHED. $250.8,Mensagem Para Você,You've Got Mail,https://www.imdb.com/title/tt0128853/,Filme,6.7,119,1998,"Comédia, Drama, Romance",244753,1999-02-17,Nora Ephron,250.8,2.107563025210084,1999.0
526,tt0120660,2014-10-26,2014-10-26,DIDN'T WATCH. $250.6,Inimigo do Estado,Enemy of the State,https://www.imdb.com/title/tt0120660/,Filme,7.3,132,1998,"Ação, Suspense",273998,1999-04-09,Tony Scott,250.6,1.8984848484848484,1999.0
527,tt0328880,2014-10-26,2014-10-26,WILL WATCH. $250.4,Irmão Urso,Brother Bear,https://www.imdb.com/title/tt0328880/,Filme,6.9,85,2003,"Animação, Aventura, Comédia, Drama, Família, Fantasia, Musical",135685,2003-12-12,"Aaron Blaise, Robert Walker",250.4,2.9458823529411764,2003.0
528,tt0120746,2014-10-26,2014-10-26,WATCHED. $250.3,A Máscara do Zorro,The Mask of Zorro,https://www.imdb.com/title/tt0120746/,Filme,6.8,136,1998,"Ação, Aventura, Comédia, Drama, Romance, Suspense, Faroeste",209397,1998-10-09,Martin Campbell,250.3,1.8404411764705884,1998.0
529,tt0449010,2014-10-26,2014-10-26,WATCHED. $249.5,Eragon,Eragon,https://www.imdb.com/title/tt0449010/,Filme,5.1,104,2006,"Ação, Aventura, Família, Fantasia",134427,2006-12-25,Stefen Fangmeier,249.5,2.3990384615384617,2006.0
530,tt0298130,2014-10-26,2014-10-26,WATCHED. $249.3,O Chamado,The Ring,https://www.imdb.com/title/tt0298130/,Filme,7.1,115,2002,"Terror, Mistério",400817,2003-01-31,Gore Verbinski,249.3,2.167826086956522,2003.0
531,tt0185937,2014-10-26,2014-10-26,WILL WATCH. $248.6,A Bruxa de Blair,The Blair Witch Project,https://www.imdb.com/title/tt0185937/,Filme,6.5,81,1999,"Terror, Mistério",314775,1999-10-01,"Daniel Myrick, Eduardo Sánchez",248.6,3.0691358024691358,1999.0
532,tt0217869,2014-10-26,2014-10-26,DIDN'T WATCH. $248.1,Corpo Fechado,Unbreakable,https://www.imdb.com/title/tt0217869/,Filme,7.3,106,2000,"Drama, Mistério, Ficção científica, Suspense",466270,2001-01-19,M. Night Shyamalan,248.1,2.340566037735849,2001.0
