Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
169,tt5013056,2017-09-13,2017-11-20,"WATCHED. $525.0still ongoing, not yet final",Dunkirk,Dunkirk,https://www.imdb.com/title/tt5013056/,Filme,7.8,106,2017,"Ação, Drama, História, Suspense, Guerra",802761,2017-07-27,Christopher Nolan,525.0,4.952830188679245,2017.0
170,tt0988045,2014-03-08,2014-03-08,WATCHED. $524.0,Sherlock Holmes,Sherlock Holmes,https://www.imdb.com/title/tt0988045/,Filme,7.5,128,2009,"Ação, Aventura, Mistério",704607,2010-01-08,Guy Ritchie,524.0,4.09375,2010.0
171,tt2267968,2016-03-29,2017-06-10,WILL WATCH. $521.2,Kung Fu Panda 3,Kung Fu Panda 3,https://www.imdb.com/title/tt2267968/,Filme,7.1,95,2016,"Animação, Ação, Aventura, Comédia, Família, Fantasia",216122,2016-03-03,"Alessandro Carloni, Jennifer Yuh Nelson",521.2,5.486315789473685,2016.0
172,tt0103064,2014-03-08,2017-11-20,$520.9Never watch the Terminator series. Will watch it soon as I have the time.,O Exterminador do Futuro 2: O Julgamento Final,Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/,Filme,8.6,137,1991,"Ação, Aventura, Ficção científica",1277833,1991-08-30,James Cameron,520.9,3.8021897810218976,1991.0
173,tt0478970,2015-10-18,2016-03-17,WATCHED. $519.3,Homem-Formiga,Ant-Man,https://www.imdb.com/title/tt0478970/,Filme,7.2,117,2015,"Ação, Comédia, Ficção científica",776238,2015-07-16,Peyton Reed,519.3,4.438461538461538,2015.0
174,tt0290002,2014-03-08,2014-10-26,"$516.6DIDN'T WATCH THE FIRST ONE, SO HAVEN'T WATCHED THIS ONE EITHER.",Entrando Numa Fria Maior Ainda,Meet the Fockers,https://www.imdb.com/title/tt0290002/,Filme,6.4,115,2004,"Comédia, Romance",301349,2005-01-28,Jay Roach,516.6,4.492173913043478,2005.0
175,tt0099653,2014-03-08,2014-10-26,$505.7DIDN'T WATCH YET.,Ghost: Do Outro Lado da Vida,Ghost,https://www.imdb.com/title/tt0099653/,Filme,7.1,126,1990,"Drama, Fantasia, Romance, Suspense",255483,1990-11-01,Jerry Zucker,505.7,4.0134920634920634,1990.0
176,tt0103639,2014-03-08,2014-03-08,WATCHED. $504.1,Aladdin,Aladdin,https://www.imdb.com/title/tt0103639/,Filme,8.0,90,1992,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Romance",498527,1993-06-25,"Ron Clements, John Musker",504.1,5.601111111111111,1993.0
177,tt2357291,2014-08-18,2016-03-17,$500.1WILL WATCH IT IN THE FUTURE.,Rio 2,Rio 2,https://www.imdb.com/title/tt2357291/,Filme,6.3,101,2014,"Animação, Aventura, Comédia, Família, Musical, Musical, Romance",110605,2014-03-27,Carlos Saldanha,500.1,4.951485148514852,2014.0
178,tt3874544,2017-09-28,2017-11-20,DIDN'T WATCH. $498.9,O Poderoso Chefinho,The Boss Baby,https://www.imdb.com/title/tt3874544/,Filme,6.3,97,2017,"Animação, Aventura, Comédia, Família, Fantasia",156865,2017-03-30,Tom McGrath,498.9,5.143298969072164,2017.0
179,tt0332452,2014-03-08,2014-10-26,$497.4DIDN'T WATCH YET.,Troia,Troy,https://www.imdb.com/title/tt0332452/,Filme,7.3,163,2004,"Ação, Aventura, Drama",612541,2004-05-14,Wolfgang Petersen,497.4,3.051533742331288,2004.0
180,tt0120363,2014-03-08,2017-01-20,WATCHED. $497.4,Toy Story 2,Toy Story 2,https://www.imdb.com/title/tt0120363/,Filme,7.9,92,1999,"Animação, Aventura, Comédia, Família, Fantasia",666187,1999-12-17,"John Lasseter, Ash Brannon, Lee Unkrich",497.4,5.406521739130435,1999.0
181,tt0892769,2014-03-08,2014-03-08,WATCHED. $494.9,Como Treinar o Seu Dragão,How to Train Your Dragon,https://www.imdb.com/title/tt0892769/,Filme,8.1,98,2010,"Animação, Ação, Aventura, Família, Fantasia",887889,2010-03-26,"Dean DeBlois, Chris Sanders",494.9,5.05,2010.0
182,tt0117998,2014-03-08,2014-03-08,WATCHED. $494.5,Twister,Twister,https://www.imdb.com/title/tt0117998/,Filme,6.6,113,1996,"Ação, Aventura, Suspense",250940,1996-06-20,Jan de Bont,494.5,4.376106194690266,1996.0
183,tt1291150,2014-10-26,2015-11-25,WILL WATCH. $493.3,As Tartarugas Ninja,Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt1291150/,Filme,5.8,101,2014,"Animação, Ação, Aventura, Comédia, Policial, Fantasia, Ficção científica",229480,2014-08-14,Jonathan Liebesman,493.3,4.8841584158415845,2014.0
184,tt1623205,2014-03-08,2014-03-08,WATCHED. $493.3,Oz: Mágico e Poderoso,Oz the Great and Powerful,https://www.imdb.com/title/tt1623205/,Filme,6.3,130,2013,"Aventura, Família, Fantasia",221048,2013-03-08,Sam Raimi,493.3,3.7946153846153847,2013.0
185,tt0800320,2014-03-08,2014-10-26,$493.2DIDN'T WATCH YET.,Fúria de Titãs,Clash of the Titans,https://www.imdb.com/title/tt0800320/,Filme,5.8,106,2010,"Ação, Aventura, Fantasia",304338,2010-05-21,Louis Leterrier,493.2,4.652830188679245,2010.0
186,tt3450958,2017-09-28,2017-11-20,"WATCHED. $490.6still ongoing, not yet final",Planeta dos Macacos: A Guerra,War for the Planet of the Apes,https://www.imdb.com/title/tt3450958/,Filme,7.4,140,2017,"Ação, Aventura, Drama, Ficção científica, Suspense",325339,2017-08-03,Matt Reeves,490.6,3.5042857142857144,2017.0
187,tt0808151,2014-03-08,2014-03-08,WATCHED. $485.9,Anjos e Demônios,Angels & Demons,https://www.imdb.com/title/tt0808151/,Filme,6.7,138,2009,"Mistério, Suspense",324935,2009-05-15,Ron Howard,485.9,3.521014492753623,2009.0
188,tt1436562,2014-03-08,2014-03-08,WATCHED. $484.6,Rio,Rio,https://www.imdb.com/title/tt1436562/,Filme,6.9,96,2011,"Animação, Aventura, Comédia, Família, Musical, Romance",271520,2011-04-08,Carlos Saldanha,484.6,5.047916666666667,2011.0
189,tt0315327,2014-03-08,2014-03-08,WATCHED. $484.6,Todo Poderoso,Bruce Almighty,https://www.imdb.com/title/tt0315327/,Filme,6.8,101,2003,"Comédia, Fantasia",467874,2003-06-06,Tom Shadyac,484.6,4.798019801980198,2003.0
190,tt0126029,2014-03-08,2014-03-08,WATCHED. $484.4,Shrek,Shrek,https://www.imdb.com/title/tt0126029/,Filme,7.9,90,2001,"Animação, Aventura, Comédia, Família, Fantasia, Romance",805922,2001-06-22,"Andrew Adamson, Vicky Jenson",484.4,5.382222222222222,2001.0
191,tt0120815,2014-03-08,2014-10-26,$481.8DIDN'T WATCH YET.,O Resgate do Soldado Ryan,Saving Private Ryan,https://www.imdb.com/title/tt0120815/,Filme,8.6,169,1998,"Drama, Guerra",1629005,1998-09-11,Steven Spielberg,481.8,2.850887573964497,1998.0
192,tt1318514,2014-03-08,2014-03-08,WATCHED. $481.8,Planeta dos Macacos: A Origem,Rise of the Planet of the Apes,https://www.imdb.com/title/tt1318514/,Filme,7.6,105,2011,"Ação, Drama, Ficção científica, Suspense",603776,2011-08-26,Rupert Wyatt,481.8,4.588571428571429,2011.0
193,tt0356910,2014-03-08,2014-03-08,WATCHED. $478.2,Sr. & Sra. Smith,Mr. & Mrs. Smith,https://www.imdb.com/title/tt0356910/,Filme,6.5,120,2005,"Ação, Comédia, Policial, Suspense",590192,2005-06-10,Doug Liman,478.2,3.985,2005.0
194,tt0099785,2014-03-08,2014-03-08,WATCHED. $476.7,Esqueceram de Mim,Home Alone,https://www.imdb.com/title/tt0099785/,Filme,7.8,103,1990,"Comédia, Família",740189,1990-12-21,Chris Columbus,476.7,4.628155339805825,1990.0
195,tt0086190,2014-03-08,2014-03-08,WATCHED. $475.1,Star Wars: Episódio VI - O Retorno de Jedi,Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/,Filme,8.3,131,1983,"Ação, Aventura, Fantasia, Ficção científica",1203531,1983-10-06,Richard Marquand,475.1,3.6267175572519084,1983.0
196,tt0367594,2014-03-08,2014-03-08,WATCHED. $475.0,A Fantástica Fábrica de Chocolate,Charlie and the Chocolate Factory,https://www.imdb.com/title/tt0367594/,Filme,6.7,115,2005,"Aventura, Comédia, Família, Fantasia, Musical",568662,2005-07-22,Tim Burton,475.0,4.130434782608695,2005.0
197,tt0097576,2014-03-08,2014-03-08,WATCHED. $474.2,Indiana Jones e a Última Cruzada,Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,Filme,8.2,127,1989,"Ação, Aventura",860590,1989-08-18,Steven Spielberg,474.2,3.7338582677165353,1989.0
198,tt2126355,2015-06-23,2016-01-07,WATCHED. $473.8,Terremoto: A Falha de San Andreas,San Andreas,https://www.imdb.com/title/tt2126355/,Filme,6.1,114,2015,"Ação, Aventura, Suspense",274602,2015-05-28,Brad Peyton,473.8,4.156140350877193,2015.0
199,tt2510894,2015-11-25,2017-11-20,WILL WATCH. $473.2,Hotel Transilvânia 2,Hotel Transylvania 2,https://www.imdb.com/title/tt2510894/,Filme,6.6,89,2015,"Animação, Aventura, Comédia, Família, Fantasia, Terror, Suspense",160866,2015-09-24,Genndy Tartakovsky,473.2,5.316853932584269,2015.0
200,tt1772341,2014-03-08,2014-03-08,WATCHED. $471.2,Detona Ralph,Wreck-It Ralph,https://www.imdb.com/title/tt1772341/,Filme,7.7,101,2012,"Animação, Aventura, Comédia, Família, Fantasia, Ficção científica, Esportes",495739,2013-01-04,Rich Moore,471.2,4.665346534653465,2013.0
201,tt0073195,2014-03-08,2014-03-08,WILL WATCH IT SOON. $470.7,Tubarão,Jaws,https://www.imdb.com/title/tt0073195/,Filme,8.1,124,1975,"Aventura, Terror, Suspense",733207,1975-12-25,Steven Spielberg,470.7,3.795967741935484,1975.0
202,tt1490017,2014-04-13,2016-02-23,WATCHED. $469.2,Uma Aventura Lego,The Lego Movie,https://www.imdb.com/title/tt1490017/,Filme,7.7,100,2014,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",413464,2014-02-07,"Phil Lord, Christopher Miller",469.2,4.692,2014.0
203,tt1119646,2014-03-08,2014-03-08,WATCHED. $467.5,"Se Beber, Não Case!",The Hangover,https://www.imdb.com/title/tt1119646/,Filme,7.7,100,2009,Comédia,923787,2009-08-21,Todd Phillips,467.5,4.675,2009.0
204,tt1408101,2014-03-08,2014-03-08,WATCHED. $467.4,Além da Escuridão: Star Trek,Star Trek Into Darkness,https://www.imdb.com/title/tt1408101/,Filme,7.7,132,2013,"Ação, Aventura, Ficção científica",509539,2013-06-14,J.J. Abrams,467.4,3.5409090909090906,2013.0
205,tt0133093,2014-03-08,2014-03-08,WILL WATCH SOON. $463.5,Matrix,The Matrix,https://www.imdb.com/title/tt0133093/,Filme,8.7,136,1999,"Ação, Ficção científica",2234365,1999-05-21,"Lana Wachowski, Lilly Wachowski",463.5,3.4080882352941178,1999.0
206,tt0100405,2014-03-08,2014-03-08,WATCHED. $463.4,Uma Linda Mulher,Pretty Woman,https://www.imdb.com/title/tt0100405/,Filme,7.1,119,1990,"Comédia, Romance",402348,1990-07-27,Garry Marshall,463.4,3.8941176470588235,1990.0
207,tt2872732,2014-10-05,2016-01-07,WILL WATCH. $463.4,Lucy,Lucy,https://www.imdb.com/title/tt2872732/,Filme,6.4,89,2014,"Ação, Ficção científica, Suspense",575937,2014-08-28,Luc Besson,463.4,5.206741573033708,2014.0
208,tt0317219,2014-03-08,2014-03-08,WATCHED. $462.0,Carros,Cars,https://www.imdb.com/title/tt0317219/,Filme,7.3,116,2006,"Animação, Aventura, Comédia, Família, Esportes",530779,2006-06-30,"John Lasseter, Joe Ranft",462.0,3.9827586206896552,2006.0
209,tt0376994,2014-03-08,2015-04-01,WATCHED. $459.4,X-Men: O Confronto Final,X-Men: The Last Stand,https://www.imdb.com/title/tt0376994/,Filme,6.6,104,2006,"Ação, Aventura, Ficção científica",570628,2006-05-26,Brett Ratner,459.4,4.417307692307692,2006.0
210,tt0117060,2014-04-02,2014-04-02,WILL WATCH. $457.7,Missão: Impossível,Mission: Impossible,https://www.imdb.com/title/tt0117060/,Filme,7.2,110,1996,"Ação, Aventura, Suspense",515480,1996-07-12,Brian De Palma,457.7,4.160909090909091,1996.0
211,tt0172495,2014-04-02,2014-04-02,WATCHED. $457.6,Gladiador,Gladiator,https://www.imdb.com/title/tt0172495/,Filme,8.5,155,2000,"Ação, Aventura, Drama",1837736,2000-05-19,Ridley Scott,457.6,2.9522580645161294,2000.0
212,tt0465234,2014-04-02,2014-04-02,WATCHED. $457.4,A Lenda do Tesouro Perdido: Livro dos Segredos,National Treasure: Book of Secrets,https://www.imdb.com/title/tt0465234/,Filme,6.5,124,2007,"Ação, Aventura, Mistério, Suspense",266327,2008-01-25,Jon Turteltaub,457.4,3.6887096774193546,2008.0
213,tt0325710,2014-04-02,2014-04-02,HAVE NO INTENTION TO WATCH THIS. $456.8,O Último Samurai,The Last Samurai,https://www.imdb.com/title/tt0325710/,Filme,7.8,154,2003,"Ação, Drama",502867,2004-01-16,Edward Zwick,456.8,2.966233766233766,2004.0
214,tt0416449,2014-04-02,2014-04-02,WON'T WATCH. $456.1,300,300,https://www.imdb.com/title/tt0416449/,Filme,7.6,117,2006,"Ação, Drama",909282,2007-03-30,Zack Snyder,456.1,3.8982905982905987,2007.0
215,tt0240772,2014-04-03,2014-04-03,WATCHED. $450.7,Onze Homens e um Segredo,Ocean's Eleven,https://www.imdb.com/title/tt0240772/,Filme,7.7,116,2001,"Policial, Suspense",670177,2002-02-22,Steven Soderbergh,450.7,3.8853448275862066,2002.0
216,tt0800369,2014-04-03,2015-04-01,WATCHED. $449.3,Thor,Thor,https://www.imdb.com/title/tt0800369/,Filme,7.0,115,2011,"Ação, Fantasia",961014,2011-04-29,Kenneth Branagh,449.3,3.9069565217391307,2011.0
217,tt0213149,2014-04-03,2014-04-03,WATCHED. $449.2,Pearl Harbor,Pearl Harbor,https://www.imdb.com/title/tt0213149/,Filme,6.3,183,2001,"Ação, Drama, Romance, Guerra",368393,2001-06-01,Michael Bay,449.2,2.4546448087431694,2001.0
218,tt0120855,2014-04-03,2014-04-03,WATCHED. $448.2,Tarzan,Tarzan,https://www.imdb.com/title/tt0120855/,Filme,7.3,88,1999,"Animação, Aventura, Comédia, Drama, Família",267588,1999-07-02,"Chris Buck, Kevin Lima",448.2,5.093181818181818,1999.0
219,tt3783958,2017-03-01,2017-05-18,WATCHED. $443.3,La La Land: Cantando Estações,La La Land,https://www.imdb.com/title/tt3783958/,Filme,8.0,128,2016,"Comédia, Drama, Musical, Musical, Romance",755213,2017-01-19,Damien Chazelle,443.3,3.46328125,2017.0
220,tt1231580,2014-04-03,2014-04-03,WATCHED. $443.1,Alvin e os Esquilos 2,Alvin and the Chipmunks: The Squeakquel,https://www.imdb.com/title/tt1231580/,Filme,4.6,88,2009,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Musical",60460,2010-01-08,Betty Thomas,443.1,5.035227272727273,2010.0
221,tt0440963,2014-04-03,2014-04-03,WILL WATCH. $442.8,O Ultimato Bourne,The Bourne Ultimatum,https://www.imdb.com/title/tt0440963/,Filme,8.0,115,2007,"Ação, Mistério, Suspense",682376,2007-08-24,Paul Greengrass,442.8,3.8504347826086955,2007.0
222,tt0120912,2014-04-03,2014-04-03,WATCHED. $441.8,MIB: Homens de Preto II,Men in Black II,https://www.imdb.com/title/tt0120912/,Filme,6.2,88,2002,"Ação, Aventura, Comédia, Mistério, Ficção científica",429741,2002-07-19,Barry Sonnenfeld,441.8,5.0204545454545455,2002.0
223,tt1707386,2014-04-03,2014-04-03,WATCHED. $441.8,Os Miseráveis,Les Misérables,https://www.imdb.com/title/tt1707386/,Filme,7.5,158,2012,"Drama, Musical, Romance",361186,2013-02-01,Tom Hooper,441.8,2.79620253164557,2013.0
224,tt0070047,2014-04-03,2014-04-03,WILL WATCH. $441.3,O Exorcista,The Exorcist,https://www.imdb.com/title/tt0070047/,Filme,8.1,122,1973,Terror,496377,1974-11-11,William Friedkin,441.3,3.6172131147540982,1974.0
225,tt0107614,2014-04-03,2014-04-03,WATCHED. $441.3,Uma Babá Quase Perfeita,Mrs. Doubtfire,https://www.imdb.com/title/tt0107614/,Filme,7.1,125,1993,"Comédia, Drama, Família",314337,1993-12-25,Chris Columbus,441.3,3.5304,1993.0
226,tt1340138,2015-09-13,2016-03-17,WILL WATCH. $440.6,O Exterminador do Futuro: Gênesis,Terminator Genisys,https://www.imdb.com/title/tt1340138/,Filme,6.3,126,2015,"Ação, Aventura, Ficção científica, Suspense",306491,2015-07-02,Alan Taylor,440.6,3.496825396825397,2015.0
227,tt0803096,2016-07-04,2016-10-08,WATCHED. $433.5,Warcraft - O Primeiro Encontro de Dois Mundos,Warcraft,https://www.imdb.com/title/tt0803096/,Filme,6.7,123,2016,"Ação, Aventura, Fantasia",294061,2016-06-02,Duncan Jones,433.5,3.524390243902439,2016.0
228,tt0181852,2014-04-03,2014-04-03,WILL WATCH. $433.4,O Exterminador do Futuro 3: A Rebelião das Máquinas,Terminator 3: Rise of the Machines,https://www.imdb.com/title/tt0181852/,Filme,6.3,109,2003,"Ação, Ficção científica",435910,2003-08-01,Jonathan Mostow,433.4,3.9761467889908255,2003.0
229,tt0209163,2014-04-03,2014-04-03,WATCHED. $433.0,O Retorno da Múmia,The Mummy Returns,https://www.imdb.com/title/tt0209163/,Filme,6.4,130,2001,"Ação, Aventura, Fantasia, Suspense",365997,2001-05-18,Stephen Sommers,433.0,3.330769230769231,2001.0
230,tt0246460,2014-04-03,2014-04-03,WATCHED. $432.0,007 - Um Novo Dia para Morrer,Die Another Day,https://www.imdb.com/title/tt0246460/,Filme,6.1,133,2002,"Ação, Aventura, Suspense",239735,2003-01-10,Lee Tamahori,432.0,3.2481203007518795,2003.0
231,tt0162222,2014-04-03,2014-04-03,WATCHED. $429.6,Náufrago,Cast Away,https://www.imdb.com/title/tt0162222/,Filme,7.8,143,2000,"Aventura, Drama, Romance",686399,2001-01-26,Robert Zemeckis,429.6,3.0041958041958043,2001.0
232,tt0242653,2014-04-03,2014-04-03,WILL WATCH. $427.3,Matrix Revolutions,The Matrix Revolutions,https://www.imdb.com/title/tt0242653/,Filme,6.7,129,2003,"Ação, Ficção científica",573300,2003-11-05,"Lana Wachowski, Lilly Wachowski",427.3,3.3124031007751937,2003.0
233,tt1675434,2014-04-03,2014-04-03,HAVE NO INTENTION TO WATCH. $426.6,Intocáveis,Intouchables,https://www.imdb.com/title/tt1675434/,Filme,8.5,112,2011,"Comédia, Drama",1020948,2012-08-31,"Olivier Nakache, Éric Toledano",426.6,3.8089285714285714,2012.0
234,tt1853728,2014-04-03,2014-04-03,WON'T WATCH. $425.4,Django Livre,Django Unchained,https://www.imdb.com/title/tt1853728/,Filme,8.5,165,2012,"Drama, Faroeste",1870859,2013-01-18,Quentin Tarantino,425.4,2.578181818181818,2013.0
235,tt0101414,2014-04-03,2014-04-03,WATCHED. $425.0,A Bela e a Fera,Beauty and the Beast,https://www.imdb.com/title/tt0101414/,Filme,8.0,84,1991,"Animação, Família, Fantasia, Musical, Romance",503732,1992-06-26,"Gary Trousdale, Kirk Wise",425.0,5.059523809523809,1992.0
236,tt0099348,2014-04-03,2014-04-03,HAVEN'T SEEN IT YET. $424.2,Dança com Lobos,Dances with Wolves,https://www.imdb.com/title/tt0099348/,Filme,8.0,181,1990,"Aventura, Drama, Faroeste",308950,1991-03-15,Kevin Costner,424.2,2.343646408839779,1991.0
237,tt0499448,2014-04-03,2014-04-03,WATCHED. $419.7,As Crônicas de Nárnia: Príncipe Caspian,The Chronicles of Narnia: Prince Caspian,https://www.imdb.com/title/tt0499448/,Filme,6.5,150,2008,"Ação, Aventura, Família, Fantasia",238599,2008-05-30,Andrew Adamson,419.7,2.798,2008.0
238,tt0120616,2014-04-03,2014-04-03,WATCHED. $415.9,A Múmia,The Mummy,https://www.imdb.com/title/tt0120616/,Filme,7.1,124,1999,"Ação, Aventura, Fantasia",498601,1999-06-18,Stephen Sommers,415.9,3.354032258064516,1999.0
239,tt0980970,2014-04-03,2014-04-03,WATCHED. $415.7,As Crônicas de Nárnia: A Viagem do Peregrino da Alvorada,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.imdb.com/title/tt0980970/,Filme,6.3,113,2010,"Aventura, Família, Fantasia",176893,2010-12-10,Michael Apted,415.7,3.6787610619469024,2010.0
240,tt4196776,2016-11-06,2017-09-07,WILL WATCH. $415.5,Jason Bourne,Jason Bourne,https://www.imdb.com/title/tt4196776/,Filme,6.6,123,2016,"Ação, Suspense",256516,2016-07-28,Paul Greengrass,415.5,3.3780487804878048,2016.0
241,tt1000774,2014-04-03,2014-04-03,WILL WATCH. $415.3,Sex and the City: O Filme,Sex and the City,https://www.imdb.com/title/tt1000774/,Filme,5.7,145,2008,"Comédia, Drama, Romance",132998,2008-06-06,Michael Patrick King,415.3,2.8641379310344828,2008.0
242,tt1430132,2014-04-03,2015-04-01,WATCHED. $414.8,Wolverine: Imortal,The Wolverine,https://www.imdb.com/title/tt1430132/,Filme,6.7,126,2013,"Ação, Ficção científica",522324,2013-07-26,James Mangold,414.8,3.2920634920634924,2013.0
243,tt2802144,2015-03-29,2016-03-17,WATCHED. $414.4,Kingsman: Serviço Secreto,Kingsman: The Secret Service,https://www.imdb.com/title/tt2802144/,Filme,7.7,129,2014,"Ação, Aventura, Comédia, Suspense",773574,2015-03-05,Matthew Vaughn,414.4,3.2124031007751936,2015.0
244,tt1504320,2014-04-03,2014-04-03,WATCHED. $414.2,O Discurso do Rei,The King's Speech,https://www.imdb.com/title/tt1504320/,Filme,8.0,118,2010,"Biografia, Drama, História",731470,2010-12-25,Tom Hooper,414.2,3.510169491525424,2010.0
245,tt1078912,2014-04-03,2014-04-03,WATCHED. $413.1,Uma Noite no Museu 2,Night at the Museum: Battle of the Smithsonian,https://www.imdb.com/title/tt1078912/,Filme,6.0,105,2009,"Aventura, Comédia, Família, Fantasia",227884,2009-05-22,Shawn Levy,413.1,3.9342857142857146,2009.0
246,tt0096895,2014-04-09,2014-04-09,WATCHED. $411.3,Batman,Batman,https://www.imdb.com/title/tt0096895/,Filme,7.5,126,1989,"Ação, Aventura",430680,1989-10-26,Tim Burton,411.3,3.2642857142857142,1989.0
247,tt0103855,2014-08-30,2014-08-30,DIDN'T WATCH YET. $411.0,O Guarda-Costas,The Bodyguard,https://www.imdb.com/title/tt0103855/,Filme,6.4,129,1992,"Drama, Musical, Romance, Suspense",158808,1993-01-15,Mick Jackson,411.0,3.186046511627907,1993.0
248,tt1663662,2014-08-30,2014-08-30,WATCHED. $411.0,Círculo de Fogo,Pacific Rim,https://www.imdb.com/title/tt1663662/,Filme,6.9,131,2013,"Ação, Aventura, Ficção científica",557123,2013-08-09,Guillermo del Toro,411.0,3.1374045801526718,2013.0
249,tt3416828,2016-09-03,2017-09-07,DIDN'T WATCH. $408.6,A Era do Gelo: O Big Bang,Ice Age: Collision Course,https://www.imdb.com/title/tt3416828/,Filme,5.7,94,2016,"Animação, Ação, Aventura, Comédia, Família, Ficção científica",85221,2016-07-07,"Michael Thurmeier, Galen T. Chu",408.6,4.346808510638298,2016.0
250,tt0286106,2014-08-30,2014-08-30,WATCHED. $408.2,Sinais,Signs,https://www.imdb.com/title/tt0286106/,Filme,6.8,106,2002,"Drama, Mistério, Ficção científica, Suspense",412702,2002-09-20,M. Night Shyamalan,408.2,3.850943396226415,2002.0
251,tt2345759,2017-07-10,2017-09-13,WATCHED. $407.8,A Múmia,The Mummy,https://www.imdb.com/title/tt2345759/,Filme,5.4,111,2017,"Ação, Aventura, Fantasia, Terror, Suspense",221060,2017-06-08,Alex Kurtzman,407.8,3.673873873873874,2017.0
252,tt0290334,2014-08-30,2014-08-30,WATCHED. $407.7,X-Men 2,X2,https://www.imdb.com/title/tt0290334/,Filme,7.4,134,2003,"Ação, Ficção científica, Suspense",609915,2003-05-01,Bryan Singer,407.7,3.042537313432836,2003.0
253,tt1446714,2014-08-30,2015-05-12,HAVEN'T WATCHED. $403.4,Prometheus,Prometheus,https://www.imdb.com/title/tt1446714/,Filme,7.0,124,2012,"Aventura, Ficção científica",696502,2012-06-15,Ridley Scott,403.4,3.2532258064516126,2012.0
254,tt0859163,2014-08-30,2014-08-30,WATCHED. $401.1,A Múmia: Tumba do Imperador Dragão,The Mummy: Tomb of the Dragon Emperor,https://www.imdb.com/title/tt0859163/,Filme,5.2,112,2008,"Ação, Aventura, Fantasia",179477,2008-08-01,Rob Cohen,401.1,3.5812500000000003,2008.0
255,tt0031381,2014-08-30,2014-08-30,DIDN'T WATCH YET. $400.2,...E o Vento Levou,Gone with the Wind,https://www.imdb.com/title/tt0031381/,Filme,8.2,238,1939,"Drama, Romance, Guerra",355287,1940-09-19,Victor Fleming,400.2,1.6815126050420168,1940.0
256,tt1104001,2014-08-30,2014-08-30,WATCHED. $400.1,Tron: O Legado,Tron: Legacy,https://www.imdb.com/title/tt1104001/,Filme,6.8,125,2010,"Ação, Aventura, Ficção científica",386174,2010-12-17,Joseph Kosinski,400.1,3.2008,2010.0
257,tt0317919,2014-08-30,2014-08-30,WILL WATCH. $397.9,Missão: Impossível 3,Mission: Impossible III,https://www.imdb.com/title/tt0317919/,Filme,6.9,126,2006,"Ação, Aventura, Suspense",423351,2006-05-05,J.J. Abrams,397.9,3.157936507936508,2006.0
258,tt1735898,2014-08-30,2014-08-30,WATCHED. $396.6,Branca de Neve e o Caçador,Snow White and the Huntsman,https://www.imdb.com/title/tt1735898/,Filme,6.1,127,2012,"Ação, Aventura, Drama, Fantasia",314218,2012-06-01,Rupert Sanders,396.6,3.1228346456692915,2012.0
259,tt0077631,2014-08-30,2014-08-30,WATCHED. $395.0,Grease: Nos Tempos da Brilhantina,Grease,https://www.imdb.com/title/tt0077631/,Filme,7.2,110,1978,"Comédia, Musical, Romance",324656,1978-10-17,Randal Kleiser,395.0,3.590909090909091,1978.0
260,tt4649466,2017-11-08,2017-12-06,"WATCHED. $394.3still ongoing, not yet final",Kingsman: O Círculo Dourado,Kingsman: The Golden Circle,https://www.imdb.com/title/tt4649466/,Filme,6.7,141,2017,"Ação, Aventura, Comédia, Policial, Suspense",399634,2017-09-28,Matthew Vaughn,394.3,2.7964539007092197,2017.0
261,tt1099212,2014-08-30,2016-03-17,WATCHED. $393.6,Crepúsculo,Twilight,https://www.imdb.com/title/tt1099212/,Filme,5.4,122,2008,"Drama, Fantasia, Romance",523865,2008-12-19,Catherine Hardwicke,393.6,3.2262295081967216,2008.0
262,tt0993846,2014-08-30,2014-08-30,WILL WATCH. $392.0,O Lobo de Wall Street,The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,Filme,8.2,180,2013,"Biografia, Comédia, Policial, Drama",1773247,2014-01-24,Martin Scorsese,392.0,2.1777777777777776,2014.0
263,tt0348150,2014-08-30,2014-08-30,WON'T WATCH. $391.1,Superman: O Retorno,Superman Returns,https://www.imdb.com/title/tt0348150/,Filme,6.1,154,2006,"Ação, Aventura, Ficção científica",302452,2006-07-14,Bryan Singer,391.1,2.53961038961039,2006.0
264,tt0102798,2014-08-30,2014-08-30,DIDN'T WATCH YET. $390.5,Robin Hood: O Príncipe dos Ladrões,Robin Hood: Prince of Thieves,https://www.imdb.com/title/tt0102798/,Filme,6.9,143,1991,"Ação, Aventura, Drama, Romance",221234,1991-06-28,Kevin Reynolds,390.5,2.730769230769231,1991.0
